Réseaux en fibre optique jusqu'à l'abonné (FttH),,,,
Déploiement par EPCI,,,,
,,,,
,,,,
Siren EPCI,Champ,T3 2017,T4 2017,T1 2018
240500439,Catégorie,0,0,0
240500462,Locaux Raccordables,0,0,0
240500462,Catégorie,0,0,0
240600551,Locaux Raccordables,10369,10708,11000
240600551,Catégorie,10,10,10
240600585,Locaux Raccordables,34686,37850,42178
240600585,Catégorie,25,25,25
240600593,Locaux Raccordables,0,0,0
240600593,Catégorie,0,0,0
240700302,Locaux Raccordables,0,0,0
240700302,Catégorie,0,0,0
240700617,Locaux Raccordables,0,0,0
240700617,Catégorie,0,0,0
240700716,Locaux Raccordables,0,0,0
240700716,Catégorie,0,0,0
240700815,Locaux Raccordables,0,0,0
240700815,Catégorie,0,0,0
240700864,Locaux Raccordables,0,0,0
240700864,Catégorie,0,0,0
240800821,Locaux Raccordables,425,425,425
240800821,Catégorie,5,5,5
240800847,Locaux Raccordables,0,0,0
240800847,Catégorie,0,0,0
240800862,Locaux Raccordables,0,0,0
240800862,Catégorie,0,0,0
240800920,Locaux Raccordables,0,0,0
240800920,Catégorie,0,0,0
240900431,Locaux Raccordables,0,0,0
240900431,Catégorie,0,0,0
240900464,Locaux Raccordables,0,0,0
240900464,Catégorie,0,0,0
241000223,Locaux Raccordables,0,0,0
241000223,Catégorie,0,0,0
241000405,Locaux Raccordables,0,0,0
241000405,Catégorie,0,0,0
241000447,Locaux Raccordables,0,0,0
241000447,Catégorie,0,0,0
241000488,Locaux Raccordables,0,0,0
241000488,Catégorie,0,0,0
241100593,Locaux Raccordables,6793,7619,8205
241100593,Catégorie,5,5,5
241200187,Locaux Raccordables,4732,5411,6550
241200187,Catégorie,10,10,10
241200542,Locaux Raccordables,0,0,0
241200542,Catégorie,0,0,0
241200567,Locaux Raccordables,784,1055,1455
241200567,Catégorie,5,5,5
241200625,Locaux Raccordables,0,0,0
241200625,Catégorie,0,0,0
241200641,Locaux Raccordables,0,0,0
241200641,Catégorie,0,0,0
241200658,Locaux Raccordables,0,0,0
241200658,Catégorie,0,0,0
241200674,Locaux Raccordables,0,0,0
241200674,Catégorie,0,0,0
241200765,Locaux Raccordables,0,0,0
241200765,Catégorie,0,0,0
241200807,Locaux Raccordables,0,0,0
241200807,Catégorie,0,0,0
241200906,Locaux Raccordables,0,0,0
241200906,Catégorie,0,0,0
241200914,Locaux Raccordables,0,0,0
241200914,Catégorie,0,0,0
241300375,Locaux Raccordables,0,0,0
241300375,Catégorie,0,0,0
241300417,Locaux Raccordables,9991,10842,11340
241300417,Catégorie,10,10,10
241400415,Locaux Raccordables,24002,24299,24276
241400415,Catégorie,50,50,50
241400514,Locaux Raccordables,2763,2582,2619
241400514,Catégorie,10,10,10
241400555,Locaux Raccordables,5913,5534,5566
241400555,Catégorie,25,25,25
241400860,Locaux Raccordables,7580,7087,7121
241400860,Catégorie,25,25,25
241400878,Locaux Raccordables,2033,1688,1876
241400878,Catégorie,10,10,10
241500230,Locaux Raccordables,8113,9190,9777
241500230,Catégorie,10,25,25
241500255,Locaux Raccordables,1501,1542,1582
241500255,Catégorie,25,25,25
241500271,Locaux Raccordables,3091,3109,3133
241500271,Catégorie,50,50,50
241501055,Locaux Raccordables,2336,2410,2410
241501055,Catégorie,25,25,25
241501089,Locaux Raccordables,1239,1298,1298
241501089,Catégorie,25,25,25
241501139,Locaux Raccordables,0,0,0
241501139,Catégorie,0,0,0
241600303,Locaux Raccordables,0,0,0
241600303,Catégorie,0,0,0
241700434,Locaux Raccordables,38926,42453,44901
241700434,Catégorie,25,25,25
241700459,Locaux Raccordables,0,0,0
241700459,Catégorie,0,0,0
241700517,Locaux Raccordables,0,0,0
241700517,Catégorie,0,0,0
241700624,Locaux Raccordables,0,0,0
241700624,Catégorie,0,0,0
241700632,Locaux Raccordables,0,0,0
241700632,Catégorie,0,0,0
241700640,Locaux Raccordables,1007,1693,1753
241700640,Catégorie,5,5,5
241700699,Locaux Raccordables,0,0,0
241700699,Catégorie,0,0,0
241800325,Locaux Raccordables,0,0,0
241800325,Catégorie,0,0,0
241800374,Locaux Raccordables,0,0,0
241800374,Catégorie,0,0,0
241800424,Locaux Raccordables,0,0,13
241800424,Catégorie,0,0,5
241800432,Locaux Raccordables,0,0,0
241800432,Catégorie,0,0,0
241800457,Locaux Raccordables,0,0,0
241800457,Catégorie,0,0,0
241800507,Locaux Raccordables,21318,22140,23119
241800507,Catégorie,25,25,25
241900133,Locaux Raccordables,0,0,0
241900133,Catégorie,0,0,0
241927201,Locaux Raccordables,3862,4582,4730
241927201,Catégorie,10,10,10
241927243,Locaux Raccordables,0,0,0
241927243,Catégorie,0,0,0
242000354,Locaux Raccordables,8634,10212,11186
242000354,Catégorie,25,25,25
242000495,Locaux Raccordables,0,0,0
242000495,Catégorie,0,0,0
242000503,Locaux Raccordables,0,0,0
242000503,Catégorie,0,0,0
242010056,Locaux Raccordables,29574,31076,32882
242010056,Catégorie,50,50,50
242010130,Locaux Raccordables,0,0,0
242010130,Catégorie,0,0,0
242020071,Locaux Raccordables,0,0,0
242020071,Catégorie,0,0,0
242020105,Locaux Raccordables,0,0,0
242020105,Catégorie,0,0,0
242100154,Locaux Raccordables,0,0,0
242100154,Catégorie,0,0,0
242100410,Locaux Raccordables,63003,70368,76378
242100410,Catégorie,25,25,50
242101434,Locaux Raccordables,0,0,0
242101434,Catégorie,0,0,0
242101442,Locaux Raccordables,0,0,0
242101442,Catégorie,0,0,0
242101459,Locaux Raccordables,0,0,0
242101459,Catégorie,0,0,0
242101491,Locaux Raccordables,0,0,0
242101491,Catégorie,0,0,0
242101509,Locaux Raccordables,0,0,0
242101509,Catégorie,0,0,0
242200715,Locaux Raccordables,1481,1835,1983
242200715,Catégorie,10,10,10
242400752,Locaux Raccordables,0,0,0
242400752,Catégorie,0,0,0
242400935,Locaux Raccordables,0,0,0
242400935,Catégorie,0,0,0
242401024,Locaux Raccordables,0,0,0
242401024,Catégorie,0,0,0
242500320,Locaux Raccordables,0,0,0
242500320,Catégorie,0,0,0
242500338,Locaux Raccordables,3952,4865,5132
242500338,Catégorie,25,25,25
242500361,Locaux Raccordables,32203,35832,40675
242500361,Catégorie,25,25,25
242504116,Locaux Raccordables,6061,7056,8859
242504116,Catégorie,50,50,80
242504181,Locaux Raccordables,768,862,862
242504181,Catégorie,5,5,5
242504355,Locaux Raccordables,18,1547,2008
242504355,Catégorie,5,50,50
242504371,Locaux Raccordables,0,0,0
242504371,Catégorie,0,0,0
242504447,Locaux Raccordables,4862,5410,5711
242504447,Catégorie,50,50,50
242504488,Locaux Raccordables,2313,2989,2990
242504488,Catégorie,50,80,80
242504496,Locaux Raccordables,1570,1821,1823
242504496,Catégorie,50,50,50
242600252,Locaux Raccordables,0,0,0
242600252,Catégorie,0,0,0
242600492,Locaux Raccordables,0,0,0
242600492,Catégorie,0,0,0
242600534,Locaux Raccordables,0,0,0
242600534,Catégorie,0,0,0
242700276,Locaux Raccordables,934,1101,1190
242700276,Catégorie,10,10,10
242700607,Locaux Raccordables,0,0,0
242700607,Catégorie,0,0,0
242700623,Locaux Raccordables,0,0,0
242700623,Catégorie,0,0,0
242852465,Locaux Raccordables,0,0,0
242852465,Catégorie,0,0,0
242900074,Locaux Raccordables,0,0,0
242900074,Catégorie,0,0,0
242900314,Locaux Raccordables,82936,85719,89046
242900314,Catégorie,50,50,50
242900553,Locaux Raccordables,903,1268,1396
242900553,Catégorie,5,5,5
242900561,Locaux Raccordables,0,0,0
242900561,Catégorie,0,0,0
242900629,Locaux Raccordables,0,0,0
242900629,Catégorie,0,0,0
242900645,Locaux Raccordables,157,217,407
242900645,Catégorie,5,5,5
242900660,Locaux Raccordables,0,0,0
242900660,Catégorie,0,0,0
242900694,Locaux Raccordables,292,675,732
242900694,Catégorie,5,5,5
242900702,Locaux Raccordables,0,0,0
242900702,Catégorie,0,0,0
242900710,Locaux Raccordables,186,1020,1158
242900710,Catégorie,5,5,10
242900744,Locaux Raccordables,4952,5595,5785
242900744,Catégorie,50,50,50
242900751,Locaux Raccordables,1810,2779,3029
242900751,Catégorie,10,10,10
242900769,Locaux Raccordables,3717,4390,5122
242900769,Catégorie,10,10,10
242900793,Locaux Raccordables,1959,2064,2076
242900793,Catégorie,10,10,10
242900801,Locaux Raccordables,0,0,0
242900801,Catégorie,0,0,0
242900835,Locaux Raccordables,2450,2816,3538
242900835,Catégorie,5,5,5
243000270,Locaux Raccordables,0,0,0
243000270,Catégorie,0,0,0
243000296,Locaux Raccordables,0,0,0
243000296,Catégorie,0,0,0
243000569,Locaux Raccordables,0,0,0
243000569,Catégorie,0,0,0
243000585,Locaux Raccordables,0,0,0
243000585,Catégorie,0,0,0
243000593,Locaux Raccordables,0,0,0
243000593,Catégorie,0,0,0
243000643,Locaux Raccordables,37432,44516,49160
243000643,Catégorie,25,25,25
243000650,Locaux Raccordables,0,0,0
243000650,Catégorie,0,0,0
243000684,Locaux Raccordables,0,0,0
243000684,Catégorie,0,0,0
243100518,Locaux Raccordables,250895,261629,276236
243100518,Catégorie,50,50,50
243100567,Locaux Raccordables,0,0,0
243100567,Catégorie,0,0,0
243100633,Locaux Raccordables,4142,4736,4794
243100633,Catégorie,10,10,10
243100732,Locaux Raccordables,0,0,0
243100732,Catégorie,0,0,0
243100773,Locaux Raccordables,0,0,0
243100773,Catégorie,0,0,0
243100781,Locaux Raccordables,2539,3118,3133
243100781,Catégorie,10,10,10
243100815,Locaux Raccordables,0,0,0
243100815,Catégorie,0,0,0
243200391,Locaux Raccordables,0,0,0
243200391,Catégorie,0,0,0
243200409,Locaux Raccordables,0,0,0
243200409,Catégorie,0,0,0
243200417,Locaux Raccordables,0,0,0
243200417,Catégorie,0,0,0
243200425,Locaux Raccordables,0,12,12
243200425,Catégorie,0,5,5
243200458,Locaux Raccordables,0,0,0
243200458,Catégorie,0,0,0
243200508,Locaux Raccordables,0,0,0
243200508,Catégorie,0,0,0
243200599,Locaux Raccordables,33,703,840
243200599,Catégorie,5,10,10
243200607,Locaux Raccordables,0,0,0
243200607,Catégorie,0,0,0
243300316,Locaux Raccordables,241482,268567,281474
243300316,Catégorie,50,50,50
243300563,Locaux Raccordables,0,0,0
243300563,Catégorie,0,0,0
243300811,Locaux Raccordables,0,0,0
243300811,Catégorie,0,0,0
243301165,Locaux Raccordables,0,21,21
243301165,Catégorie,0,5,5
243301181,Locaux Raccordables,0,0,0
243301181,Catégorie,0,0,0
243301215,Locaux Raccordables,0,0,0
243301215,Catégorie,0,0,0
243301223,Locaux Raccordables,0,0,0
243301223,Catégorie,0,0,0
243301249,Locaux Raccordables,0,0,0
243301249,Catégorie,0,0,0
243301264,Locaux Raccordables,0,0,0
243301264,Catégorie,0,0,0
243301355,Locaux Raccordables,0,0,0
243301355,Catégorie,0,0,0
243301371,Locaux Raccordables,0,0,0
243301371,Catégorie,0,0,0
243301389,Locaux Raccordables,0,0,0
243301389,Catégorie,0,0,0
243301397,Locaux Raccordables,0,0,0
243301397,Catégorie,0,0,0
243301405,Locaux Raccordables,0,0,0
243301405,Catégorie,0,0,0
243301439,Locaux Raccordables,0,0,0
243301439,Catégorie,0,0,0
243301447,Locaux Raccordables,0,0,0
243301447,Catégorie,0,0,0
243301454,Locaux Raccordables,0,0,0
243301454,Catégorie,0,0,0
243301504,Locaux Raccordables,0,0,0
243301504,Catégorie,0,0,0
243400017,Locaux Raccordables,155255,161717,167628
243400017,Catégorie,50,50,50
243400355,Locaux Raccordables,0,0,0
243400355,Catégorie,0,0,0
243400470,Locaux Raccordables,0,0,602
243400470,Catégorie,0,0,5
243400488,Locaux Raccordables,0,0,0
243400488,Catégorie,0,0,0
243400520,Locaux Raccordables,1513,2292,2468
243400520,Catégorie,5,5,10
243400694,Locaux Raccordables,0,0,0
243400694,Catégorie,0,0,0
243400736,Locaux Raccordables,0,0,0
243400736,Catégorie,0,0,0
243400769,Locaux Raccordables,14717,16813,19236
243400769,Catégorie,10,10,10
243400819,Locaux Raccordables,0,0,0
243400819,Catégorie,0,0,0
243500139,Locaux Raccordables,89785,97922,106890
243500139,Catégorie,25,25,25
243500550,Locaux Raccordables,0,0,0
243500550,Catégorie,0,0,0
243500618,Locaux Raccordables,0,0,0
243500618,Catégorie,0,0,0
243500634,Locaux Raccordables,0,0,0
243500634,Catégorie,0,0,0
243500659,Locaux Raccordables,0,0,0
243500659,Catégorie,0,0,0
243500667,Locaux Raccordables,706,813,816
243500667,Catégorie,5,5,5
243500725,Locaux Raccordables,0,0,0
243500725,Catégorie,0,0,0
243500733,Locaux Raccordables,0,0,0
243500733,Catégorie,0,0,0
243500741,Locaux Raccordables,3741,5240,6087
243500741,Catégorie,10,10,10
243500774,Locaux Raccordables,0,0,0
243500774,Catégorie,0,0,0
243500782,Locaux Raccordables,8787,9635,10560
243500782,Catégorie,10,10,10
243600202,Locaux Raccordables,0,0,0
243600202,Catégorie,0,0,0
243600236,Locaux Raccordables,0,0,0
243600236,Catégorie,0,0,0
243600293,Locaux Raccordables,0,0,0
243600293,Catégorie,0,0,0
243600301,Locaux Raccordables,0,0,0
243600301,Catégorie,0,0,0
243600319,Locaux Raccordables,0,0,0
243600319,Catégorie,0,0,0
243600327,Locaux Raccordables,6573,7973,9146
243600327,Catégorie,10,10,10
243600343,Locaux Raccordables,0,0,0
243600343,Catégorie,0,0,0
243600350,Locaux Raccordables,0,0,0
243600350,Catégorie,0,0,0
243700499,Locaux Raccordables,0,0,0
243700499,Catégorie,0,0,0
243700754,Locaux Raccordables,71820,78424,84716
243700754,Catégorie,25,25,50
243700820,Locaux Raccordables,0,0,0
243700820,Catégorie,0,0,0
243800604,Locaux Raccordables,1371,2094,2606
243800604,Catégorie,5,5,5
243800745,Locaux Raccordables,0,0,0
243800745,Catégorie,0,0,0
243800778,Locaux Raccordables,0,0,0
243800778,Catégorie,0,0,0
243800844,Locaux Raccordables,0,0,0
243800844,Catégorie,0,0,0
243800935,Locaux Raccordables,0,0,0
243800935,Catégorie,0,0,0
243800984,Locaux Raccordables,988,1839,2114
243800984,Catégorie,5,5,5
243801024,Locaux Raccordables,0,0,0
243801024,Catégorie,0,0,0
243801073,Locaux Raccordables,0,0,0
243801073,Catégorie,0,0,0
243801255,Locaux Raccordables,0,0,0
243801255,Catégorie,0,0,0
243900354,Locaux Raccordables,0,0,0
243900354,Catégorie,0,0,0
243900412,Locaux Raccordables,0,0,0
243900412,Catégorie,0,0,0
243900420,Locaux Raccordables,170,170,170
243900420,Catégorie,5,5,5
243900479,Locaux Raccordables,0,0,0
243900479,Catégorie,0,0,0
243900560,Locaux Raccordables,0,0,0
243900560,Catégorie,0,0,0
243900610,Locaux Raccordables,0,0,0
243900610,Catégorie,0,0,0
243900719,Locaux Raccordables,0,0,0
243900719,Catégorie,0,0,0
243901071,Locaux Raccordables,0,0,0
243901071,Catégorie,0,0,0
243901089,Locaux Raccordables,0,0,0
243901089,Catégorie,0,0,0
244000543,Locaux Raccordables,0,0,0
244000543,Catégorie,0,0,0
244000659,Locaux Raccordables,0,0,0
244000659,Catégorie,0,0,0
244000675,Locaux Raccordables,30908,31483,31606
244000675,Catégorie,80,80,80
244000691,Locaux Raccordables,1364,1364,1364
244000691,Catégorie,25,25,25
244000766,Locaux Raccordables,0,0,0
244000766,Catégorie,0,0,0
244000774,Locaux Raccordables,0,0,0
244000774,Catégorie,0,0,0
244000808,Locaux Raccordables,4736,6757,8631
244000808,Catégorie,10,10,25
244000824,Locaux Raccordables,0,0,0
244000824,Catégorie,0,0,0
244000857,Locaux Raccordables,0,0,0
244000857,Catégorie,0,0,0
244000865,Locaux Raccordables,0,0,0
244000865,Catégorie,0,0,0
244000873,Locaux Raccordables,0,0,0
244000873,Catégorie,0,0,0
244000881,Locaux Raccordables,0,0,0
244000881,Catégorie,0,0,0
244100293,Locaux Raccordables,0,0,0
244100293,Catégorie,0,0,0
244100780,Locaux Raccordables,0,0,0
244100780,Catégorie,0,0,0
244100798,Locaux Raccordables,0,0,0
244100798,Catégorie,0,0,0
244100806,Locaux Raccordables,0,0,0
244100806,Catégorie,0,0,0
244200614,Locaux Raccordables,2097,2127,2129
244200614,Catégorie,50,50,50
244200622,Locaux Raccordables,0,1856,2857
244200622,Catégorie,0,10,25
244200630,Locaux Raccordables,1555,1558,1595
244200630,Catégorie,10,10,10
244200770,Locaux Raccordables,56165,61703,67763
244200770,Catégorie,25,25,25
244200820,Locaux Raccordables,2754,2756,2663
244200820,Catégorie,50,50,50
244200895,Locaux Raccordables,2759,4835,4807
244200895,Catégorie,25,50,50
244300307,Locaux Raccordables,0,0,0
244300307,Catégorie,0,0,0
244301016,Locaux Raccordables,3954,3971,4045
244301016,Catégorie,25,25,25
244301032,Locaux Raccordables,6363,6406,6416
244301032,Catégorie,50,50,50
244301099,Locaux Raccordables,2933,2941,3050
244301099,Catégorie,25,25,50
244301107,Locaux Raccordables,0,0,0
244301107,Catégorie,0,0,0
244301123,Locaux Raccordables,0,0,0
244301123,Catégorie,0,0,0
244301131,Locaux Raccordables,9336,9538,9776
244301131,Catégorie,80,80,80
244400404,Locaux Raccordables,133757,142589,151872
244400404,Catégorie,25,25,25
244400438,Locaux Raccordables,0,0,0
244400438,Catégorie,0,0,0
244400453,Locaux Raccordables,0,0,0
244400453,Catégorie,0,0,0
244400503,Locaux Raccordables,0,0,0
244400503,Catégorie,0,0,0
244400537,Locaux Raccordables,0,0,76
244400537,Catégorie,0,0,5
244400552,Locaux Raccordables,0,0,0
244400552,Catégorie,0,0,0
244400586,Locaux Raccordables,0,0,0
244400586,Catégorie,0,0,0
244400610,Locaux Raccordables,1679,2685,3160
244400610,Catégorie,5,5,5
244400644,Locaux Raccordables,7383,7589,7863
244400644,Catégorie,10,10,10
244500203,Locaux Raccordables,7049,7746,8573
244500203,Catégorie,10,10,25
244500211,Locaux Raccordables,1959,2738,3258
244500211,Catégorie,10,10,10
244500419,Locaux Raccordables,0,0,0
244500419,Catégorie,0,0,0
244500427,Locaux Raccordables,785,886,1057
244500427,Catégorie,5,5,5
244500468,Locaux Raccordables,59756,66759,72990
244500468,Catégorie,25,25,25
244500484,Locaux Raccordables,715,878,883
244500484,Catégorie,10,10,10
244500542,Locaux Raccordables,0,0,0
244500542,Catégorie,0,0,0
244600433,Locaux Raccordables,0,0,0
244600433,Catégorie,0,0,0
244600482,Locaux Raccordables,0,0,0
244600482,Catégorie,0,0,0
244600532,Locaux Raccordables,0,0,0
244600532,Catégorie,0,0,0
244600573,Locaux Raccordables,0,0,0
244600573,Catégorie,0,0,0
244700449,Locaux Raccordables,0,0,0
244700449,Catégorie,0,0,0
244700464,Locaux Raccordables,0,0,0
244700464,Catégorie,0,0,0
244701355,Locaux Raccordables,0,0,0
244701355,Catégorie,0,0,0
244701405,Locaux Raccordables,0,0,0
244701405,Catégorie,0,0,0
244800405,Locaux Raccordables,699,1478,1683
244800405,Catégorie,5,10,10
244800470,Locaux Raccordables,0,0,0
244800470,Catégorie,0,0,0
244900015,Locaux Raccordables,63162,65804,70165
244900015,Catégorie,25,25,25
244900809,Locaux Raccordables,0,0,0
244900809,Catégorie,0,0,0
244900882,Locaux Raccordables,0,0,0
244900882,Catégorie,0,0,0
245100615,Locaux Raccordables,0,0,0
245100615,Catégorie,0,0,0
245100888,Locaux Raccordables,0,0,0
245100888,Catégorie,0,0,0
245100979,Locaux Raccordables,0,0,0
245100979,Catégorie,0,0,0
245200597,Locaux Raccordables,0,0,0
245200597,Catégorie,0,0,0
245300223,Locaux Raccordables,0,0,0
245300223,Catégorie,0,0,0
245300306,Locaux Raccordables,0,0,0
245300306,Catégorie,0,0,0
245300330,Locaux Raccordables,41428,44668,45028
245300330,Catégorie,80,80,80
245300355,Locaux Raccordables,0,0,0
245300355,Catégorie,0,0,0
245300389,Locaux Raccordables,0,0,0
245300389,Catégorie,0,0,0
245300447,Locaux Raccordables,1350,1824,2426
245300447,Catégorie,5,10,10
245400171,Locaux Raccordables,0,0,0
245400171,Catégorie,0,0,0
245400189,Locaux Raccordables,0,0,0
245400189,Catégorie,0,0,0
245400262,Locaux Raccordables,0,0,0
245400262,Catégorie,0,0,0
245400510,Locaux Raccordables,0,0,0
245400510,Catégorie,0,0,0
245400601,Locaux Raccordables,0,0,0
245400601,Catégorie,0,0,0
245400676,Locaux Raccordables,71084,78861,83006
245400676,Catégorie,25,50,50
245400759,Locaux Raccordables,0,0,0
245400759,Catégorie,0,0,0
245500327,Locaux Raccordables,0,0,0
245500327,Catégorie,0,0,0
245501176,Locaux Raccordables,0,0,0
245501176,Catégorie,0,0,0
245501184,Locaux Raccordables,0,0,0
245501184,Catégorie,0,0,0
245501242,Locaux Raccordables,0,0,0
245501242,Catégorie,0,0,0
245501259,Locaux Raccordables,0,0,0
245501259,Catégorie,0,0,0
245600440,Locaux Raccordables,0,0,0
245600440,Catégorie,0,0,0
245600465,Locaux Raccordables,0,0,0
245600465,Catégorie,0,0,0
245614383,Locaux Raccordables,0,0,0
245614383,Catégorie,0,0,0
245614417,Locaux Raccordables,1031,1049,1049
245614417,Catégorie,5,5,5
245614433,Locaux Raccordables,204,204,204
245614433,Catégorie,5,5,5
245700133,Locaux Raccordables,0,0,0
245700133,Catégorie,0,0,0
245700372,Locaux Raccordables,4475,6885,9089
245700372,Catégorie,10,10,10
245700398,Locaux Raccordables,15877,15971,15999
245700398,Catégorie,80,80,80
245700695,Locaux Raccordables,0,0,1527
245700695,Catégorie,0,0,10
245700950,Locaux Raccordables,0,0,0
245700950,Catégorie,0,0,0
245701164,Locaux Raccordables,9540,9556,9569
245701164,Catégorie,80,80,80
245701206,Locaux Raccordables,0,0,0
245701206,Catégorie,0,0,0
245701222,Locaux Raccordables,0,0,0
245701222,Catégorie,0,0,0
245701271,Locaux Raccordables,0,0,0
245701271,Catégorie,0,0,0
245701354,Locaux Raccordables,0,0,0
245701354,Catégorie,0,0,0
245701362,Locaux Raccordables,17895,21422,22993
245701362,Catégorie,25,50,50
245701404,Locaux Raccordables,0,0,0
245701404,Catégorie,0,0,0
245801063,Locaux Raccordables,0,0,0
245801063,Catégorie,0,0,0
245804406,Locaux Raccordables,5816,6204,6873
245804406,Catégorie,10,10,10
245804497,Locaux Raccordables,0,0,0
245804497,Catégorie,0,0,0
245900410,Locaux Raccordables,166903,185807,201696
245900410,Catégorie,25,25,25
245900428,Locaux Raccordables,36410,38580,40358
245900428,Catégorie,25,25,25
245900758,Locaux Raccordables,0,0,26
245900758,Catégorie,0,0,5
245901038,Locaux Raccordables,0,0,0
245901038,Catégorie,0,0,0
245901061,Locaux Raccordables,0,0,291
245901061,Catégorie,0,0,5
245901152,Locaux Raccordables,0,73,2814
245901152,Catégorie,0,5,5
245901160,Locaux Raccordables,19505,20908,22409
245901160,Catégorie,10,10,10
246000129,Locaux Raccordables,0,0,0
246000129,Catégorie,0,0,0
246000376,Locaux Raccordables,11421,11737,12021
246000376,Catégorie,50,50,50
246000566,Locaux Raccordables,4095,9680,10209
246000566,Catégorie,25,50,50
246000582,Locaux Raccordables,4452,4908,4979
246000582,Catégorie,25,25,25
246000707,Locaux Raccordables,0,0,0
246000707,Catégorie,0,0,0
246000749,Locaux Raccordables,4330,4388,4426
246000749,Catégorie,50,50,50
246000756,Locaux Raccordables,12007,12153,12265
246000756,Catégorie,50,50,50
246000764,Locaux Raccordables,14044,15658,15969
246000764,Catégorie,50,50,50
246000772,Locaux Raccordables,5837,5849,5850
246000772,Catégorie,50,50,50
246000848,Locaux Raccordables,6417,7131,7150
246000848,Catégorie,25,25,25
246000855,Locaux Raccordables,1359,5856,6441
246000855,Catégorie,10,50,50
246000871,Locaux Raccordables,2803,2832,2849
246000871,Catégorie,10,10,10
246000897,Locaux Raccordables,7155,7256,7395
246000897,Catégorie,80,80,80
246000913,Locaux Raccordables,5870,5892,5943
246000913,Catégorie,50,50,50
246000921,Locaux Raccordables,8671,11156,11245
246000921,Catégorie,50,50,50
246100390,Locaux Raccordables,0,0,0
246100390,Catégorie,0,0,0
246100663,Locaux Raccordables,15295,16400,17846
246100663,Catégorie,25,50,50
246200299,Locaux Raccordables,7870,8859,11105
246200299,Catégorie,10,10,10
246200364,Locaux Raccordables,38295,40265,43062
246200364,Catégorie,25,25,25
246200380,Locaux Raccordables,0,0,0
246200380,Catégorie,0,0,0
246200729,Locaux Raccordables,9708,12829,15146
246200729,Catégorie,10,10,10
246200844,Locaux Raccordables,0,0,0
246200844,Catégorie,0,0,0
246201016,Locaux Raccordables,0,3,893
246201016,Catégorie,0,5,5
246201149,Locaux Raccordables,10899,18392,22170
246201149,Catégorie,10,25,25
246300701,Locaux Raccordables,36823,39760,42083
246300701,Catégorie,10,10,10
246300966,Locaux Raccordables,0,0,0
246300966,Catégorie,0,0,0
246301097,Locaux Raccordables,0,0,0
246301097,Catégorie,0,0,0
246400337,Locaux Raccordables,0,0,0
246400337,Catégorie,0,0,0
246401756,Locaux Raccordables,0,0,0
246401756,Catégorie,0,0,0
246500482,Locaux Raccordables,0,0,0
246500482,Catégorie,0,0,0
246500573,Locaux Raccordables,0,0,0
246500573,Catégorie,0,0,0
246600282,Locaux Raccordables,0,0,0
246600282,Catégorie,0,0,0
246600373,Locaux Raccordables,0,0,0
246600373,Catégorie,0,0,0
246600399,Locaux Raccordables,0,0,0
246600399,Catégorie,0,0,0
246600415,Locaux Raccordables,0,0,0
246600415,Catégorie,0,0,0
246600423,Locaux Raccordables,0,0,0
246600423,Catégorie,0,0,0
246600449,Locaux Raccordables,0,0,0
246600449,Catégorie,0,0,0
246600464,Locaux Raccordables,0,0,0
246600464,Catégorie,0,0,0
246600548,Locaux Raccordables,0,0,0
246600548,Catégorie,0,0,0
246700306,Locaux Raccordables,0,0,0
246700306,Catégorie,0,0,0
246700488,Locaux Raccordables,140955,152893,161934
246700488,Catégorie,50,50,50
246700744,Locaux Raccordables,0,0,0
246700744,Catégorie,0,0,0
246700777,Locaux Raccordables,0,0,0
246700777,Catégorie,0,0,0
246700843,Locaux Raccordables,0,0,0
246700843,Catégorie,0,0,0
246700926,Locaux Raccordables,0,2213,2869
246700926,Catégorie,0,25,25
246700959,Locaux Raccordables,0,0,0
246700959,Catégorie,0,0,0
246700967,Locaux Raccordables,2373,2544,3113
246700967,Catégorie,10,10,10
246701064,Locaux Raccordables,0,0,0
246701064,Catégorie,0,0,0
246701080,Locaux Raccordables,1310,1529,1532
246701080,Catégorie,10,10,10
246701098,Locaux Raccordables,0,0,0
246701098,Catégorie,0,0,0
246800205,Locaux Raccordables,0,0,0
246800205,Catégorie,0,0,0
246800395,Locaux Raccordables,0,0,0
246800395,Catégorie,0,0,0
246800445,Locaux Raccordables,202,680,681
246800445,Catégorie,5,10,10
246800494,Locaux Raccordables,1746,1954,1990
246800494,Catégorie,25,25,25
246800551,Locaux Raccordables,0,1356,1543
246800551,Catégorie,0,10,10
246800569,Locaux Raccordables,0,0,0
246800569,Catégorie,0,0,0
246800577,Locaux Raccordables,0,0,0
246800577,Catégorie,0,0,0
246800585,Locaux Raccordables,0,0,62
246800585,Catégorie,0,0,5
246800676,Locaux Raccordables,0,0,0
246800676,Catégorie,0,0,0
246800726,Locaux Raccordables,3850,5788,6942
246800726,Catégorie,5,5,10
246900575,Locaux Raccordables,891,891,1769
246900575,Catégorie,5,5,10
246900625,Locaux Raccordables,0,0,0
246900625,Catégorie,0,0,0
246900724,Locaux Raccordables,259,451,585
246900724,Catégorie,5,5,5
246900740,Locaux Raccordables,81,180,261
246900740,Catégorie,5,5,5
246900757,Locaux Raccordables,3701,5779,7216
246900757,Catégorie,25,25,50
246900765,Locaux Raccordables,787,798,820
246900765,Catégorie,5,5,5
247000011,Locaux Raccordables,3512,4323,5298
247000011,Catégorie,10,10,25
247000367,Locaux Raccordables,0,0,0
