Réseaux en fibre optique jusqu'à l'abonné (FttH),,,,
Déploiement par Commune,,,,
,,,,
,,,,
Code commune,Champ,T3 2017,T4 2017,T1 2018
12174,Locaux Raccordables,0,0,0
12174,Catégorie,0,0,0
12175,Locaux Raccordables,0,0,0
12175,Catégorie,0,0,0
12176,Locaux Raccordables,242,546,1572
12176,Catégorie,5,5,25
12177,Locaux Raccordables,0,0,0
12177,Catégorie,0,0,0
12178,Locaux Raccordables,0,0,0
12178,Catégorie,0,0,0
12179,Locaux Raccordables,0,0,0
12179,Catégorie,0,0,0
12180,Locaux Raccordables,0,0,0
12180,Catégorie,0,0,0
12181,Locaux Raccordables,0,0,0
12181,Catégorie,0,0,0
12182,Locaux Raccordables,0,0,0
12182,Catégorie,0,0,0
12183,Locaux Raccordables,0,0,0
12183,Catégorie,0,0,0
12184,Locaux Raccordables,0,0,0
12184,Catégorie,0,0,0
12185,Locaux Raccordables,0,0,0
12185,Catégorie,0,0,0
12186,Locaux Raccordables,0,0,0
12186,Catégorie,0,0,0
12187,Locaux Raccordables,0,0,0
12187,Catégorie,0,0,0
12188,Locaux Raccordables,0,0,0
12188,Catégorie,0,0,0
12189,Locaux Raccordables,0,0,0
12189,Catégorie,0,0,0
12190,Locaux Raccordables,0,0,0
12190,Catégorie,0,0,0
12191,Locaux Raccordables,0,0,0
12191,Catégorie,0,0,0
12192,Locaux Raccordables,0,0,0
12192,Catégorie,0,0,0
12193,Locaux Raccordables,0,0,0
12193,Catégorie,0,0,0
12194,Locaux Raccordables,0,0,0
12194,Catégorie,0,0,0
12195,Locaux Raccordables,0,0,0
12195,Catégorie,0,0,0
12197,Locaux Raccordables,0,0,0
12197,Catégorie,0,0,0
12198,Locaux Raccordables,0,0,0
12198,Catégorie,0,0,0
12199,Locaux Raccordables,0,0,0
12199,Catégorie,0,0,0
12200,Locaux Raccordables,0,0,0
12200,Catégorie,0,0,0
12201,Locaux Raccordables,0,0,0
12201,Catégorie,0,0,0
12202,Locaux Raccordables,4490,4865,4978
12202,Catégorie,25,25,25
12203,Locaux Raccordables,0,0,0
12203,Catégorie,0,0,0
12204,Locaux Raccordables,0,0,0
12204,Catégorie,0,0,0
12205,Locaux Raccordables,0,0,0
12205,Catégorie,0,0,0
12206,Locaux Raccordables,0,0,0
12206,Catégorie,0,0,0
12207,Locaux Raccordables,0,0,0
12207,Catégorie,0,0,0
12208,Locaux Raccordables,0,0,0
12208,Catégorie,0,0,0
12209,Locaux Raccordables,0,0,0
12209,Catégorie,0,0,0
12210,Locaux Raccordables,0,0,0
12210,Catégorie,0,0,0
12211,Locaux Raccordables,0,0,0
12211,Catégorie,0,0,0
12212,Locaux Raccordables,0,0,0
12212,Catégorie,0,0,0
12213,Locaux Raccordables,0,0,0
12213,Catégorie,0,0,0
12214,Locaux Raccordables,0,0,0
12214,Catégorie,0,0,0
12215,Locaux Raccordables,0,0,0
12215,Catégorie,0,0,0
12216,Locaux Raccordables,0,0,0
12216,Catégorie,0,0,0
12217,Locaux Raccordables,0,0,0
12217,Catégorie,0,0,0
12219,Locaux Raccordables,0,0,0
12219,Catégorie,0,0,0
12220,Locaux Raccordables,0,0,0
12220,Catégorie,0,0,0
12221,Locaux Raccordables,0,0,0
12221,Catégorie,0,0,0
12222,Locaux Raccordables,0,0,0
12222,Catégorie,0,0,0
12223,Locaux Raccordables,0,0,0
12223,Catégorie,0,0,0
12224,Locaux Raccordables,0,0,0
12224,Catégorie,0,0,0
12225,Locaux Raccordables,0,0,0
12225,Catégorie,0,0,0
12226,Locaux Raccordables,0,0,0
12226,Catégorie,0,0,0
12227,Locaux Raccordables,0,0,0
12227,Catégorie,0,0,0
12228,Locaux Raccordables,0,0,0
12228,Catégorie,0,0,0
12229,Locaux Raccordables,0,0,0
12229,Catégorie,0,0,0
12230,Locaux Raccordables,0,0,0
12230,Catégorie,0,0,0
12231,Locaux Raccordables,0,0,0
12231,Catégorie,0,0,0
12232,Locaux Raccordables,0,0,0
12232,Catégorie,0,0,0
12233,Locaux Raccordables,0,0,0
12233,Catégorie,0,0,0
12234,Locaux Raccordables,0,0,0
12234,Catégorie,0,0,0
12235,Locaux Raccordables,0,0,0
12235,Catégorie,0,0,0
12236,Locaux Raccordables,0,0,0
12236,Catégorie,0,0,0
12237,Locaux Raccordables,0,0,0
12237,Catégorie,0,0,0
12238,Locaux Raccordables,0,0,0
12238,Catégorie,0,0,0
12239,Locaux Raccordables,0,0,0
12239,Catégorie,0,0,0
12240,Locaux Raccordables,0,0,0
12240,Catégorie,0,0,0
12241,Locaux Raccordables,0,0,0
12241,Catégorie,0,0,0
12242,Locaux Raccordables,0,0,0
12242,Catégorie,0,0,0
12243,Locaux Raccordables,0,0,0
12243,Catégorie,0,0,0
12244,Locaux Raccordables,0,0,0
12244,Catégorie,0,0,0
12246,Locaux Raccordables,0,0,0
12246,Catégorie,0,0,0
12247,Locaux Raccordables,0,0,0
12247,Catégorie,0,0,0
12248,Locaux Raccordables,0,0,0
12248,Catégorie,0,0,0
12249,Locaux Raccordables,0,0,0
12249,Catégorie,0,0,0
12250,Locaux Raccordables,0,0,0
12250,Catégorie,0,0,0
12251,Locaux Raccordables,0,0,0
12251,Catégorie,0,0,0
12252,Locaux Raccordables,0,0,0
12252,Catégorie,0,0,0
12253,Locaux Raccordables,0,0,0
12253,Catégorie,0,0,0
12254,Locaux Raccordables,0,0,0
12254,Catégorie,0,0,0
12255,Locaux Raccordables,0,0,0
12255,Catégorie,0,0,0
12256,Locaux Raccordables,0,0,0
12256,Catégorie,0,0,0
12257,Locaux Raccordables,0,0,0
12257,Catégorie,0,0,0
12258,Locaux Raccordables,0,0,0
12258,Catégorie,0,0,0
12259,Locaux Raccordables,0,0,0
12259,Catégorie,0,0,0
12260,Locaux Raccordables,0,0,0
12260,Catégorie,0,0,0
12261,Locaux Raccordables,0,0,0
12261,Catégorie,0,0,0
12262,Locaux Raccordables,0,0,0
12262,Catégorie,0,0,0
12263,Locaux Raccordables,0,0,0
12263,Catégorie,0,0,0
12264,Locaux Raccordables,0,0,0
12264,Catégorie,0,0,0
12265,Locaux Raccordables,0,0,0
12265,Catégorie,0,0,0
12266,Locaux Raccordables,0,0,0
12266,Catégorie,0,0,0
12267,Locaux Raccordables,0,0,0
12267,Catégorie,0,0,0
12268,Locaux Raccordables,0,0,0
12268,Catégorie,0,0,0
12269,Locaux Raccordables,0,0,0
12269,Catégorie,0,0,0
12270,Locaux Raccordables,0,0,0
12270,Catégorie,0,0,0
12272,Locaux Raccordables,0,0,0
12272,Catégorie,0,0,0
12273,Locaux Raccordables,0,0,0
12273,Catégorie,0,0,0
12274,Locaux Raccordables,0,0,0
12274,Catégorie,0,0,0
12275,Locaux Raccordables,0,0,0
12275,Catégorie,0,0,0
12276,Locaux Raccordables,0,0,0
12276,Catégorie,0,0,0
12277,Locaux Raccordables,0,0,0
12277,Catégorie,0,0,0
12278,Locaux Raccordables,0,0,0
12278,Catégorie,0,0,0
12280,Locaux Raccordables,0,0,0
12280,Catégorie,0,0,0
12281,Locaux Raccordables,0,0,0
12281,Catégorie,0,0,0
12282,Locaux Raccordables,0,0,0
12282,Catégorie,0,0,0
12283,Locaux Raccordables,0,0,0
12283,Catégorie,0,0,0
12284,Locaux Raccordables,0,0,0
12284,Catégorie,0,0,0
12286,Locaux Raccordables,0,0,0
12286,Catégorie,0,0,0
12287,Locaux Raccordables,0,0,0
12287,Catégorie,0,0,0
12288,Locaux Raccordables,0,0,0
12288,Catégorie,0,0,0
12289,Locaux Raccordables,0,0,0
12289,Catégorie,0,0,0
12290,Locaux Raccordables,0,0,0
12290,Catégorie,0,0,0
12291,Locaux Raccordables,0,0,0
12291,Catégorie,0,0,0
12292,Locaux Raccordables,0,0,0
12292,Catégorie,0,0,0
12293,Locaux Raccordables,0,0,0
12293,Catégorie,0,0,0
12294,Locaux Raccordables,0,0,0
12294,Catégorie,0,0,0
12295,Locaux Raccordables,0,0,0
12295,Catégorie,0,0,0
12296,Locaux Raccordables,0,0,0
12296,Catégorie,0,0,0
12297,Locaux Raccordables,0,0,0
12297,Catégorie,0,0,0
12298,Locaux Raccordables,0,0,0
12298,Catégorie,0,0,0
12299,Locaux Raccordables,0,0,0
12299,Catégorie,0,0,0
12300,Locaux Raccordables,0,0,0
12300,Catégorie,0,0,0
12301,Locaux Raccordables,0,0,0
12301,Catégorie,0,0,0
12303,Locaux Raccordables,0,0,0
12303,Catégorie,0,0,0
12305,Locaux Raccordables,0,0,0
12305,Catégorie,0,0,0
12307,Locaux Raccordables,0,0,0
12307,Catégorie,0,0,0
13001,Locaux Raccordables,38403,40301,41397
13001,Catégorie,25,25,25
13002,Locaux Raccordables,2233,2239,2203
13002,Catégorie,10,10,10
13003,Locaux Raccordables,0,0,0
13003,Catégorie,0,0,0
13004,Locaux Raccordables,9991,10842,11132
13004,Catégorie,25,25,25
13005,Locaux Raccordables,7323,7810,8173
13005,Catégorie,25,25,25
13006,Locaux Raccordables,0,0,0
13006,Catégorie,0,0,0
13007,Locaux Raccordables,231,429,478
13007,Catégorie,5,5,5
13008,Locaux Raccordables,0,0,0
13008,Catégorie,0,0,0
13009,Locaux Raccordables,0,0,0
13009,Catégorie,0,0,0
13010,Locaux Raccordables,0,0,0
13010,Catégorie,0,0,0
13011,Locaux Raccordables,0,0,0
13011,Catégorie,0,0,0
13012,Locaux Raccordables,0,0,0
13012,Catégorie,0,0,0
13013,Locaux Raccordables,0,0,0
13013,Catégorie,0,0,0
13014,Locaux Raccordables,0,88,117
13014,Catégorie,0,5,5
13015,Locaux Raccordables,2167,2304,2615
13015,Catégorie,25,25,25
13016,Locaux Raccordables,0,0,0
13016,Catégorie,0,0,0
13017,Locaux Raccordables,0,0,0
13017,Catégorie,0,0,0
13018,Locaux Raccordables,0,0,0
13018,Catégorie,0,0,0
13019,Locaux Raccordables,355,475,614
13019,Catégorie,5,10,10
13020,Locaux Raccordables,0,0,0
13020,Catégorie,0,0,0
13021,Locaux Raccordables,0,0,0
13021,Catégorie,0,0,0
13022,Locaux Raccordables,0,0,0
13022,Catégorie,0,0,0
13023,Locaux Raccordables,0,0,0
13023,Catégorie,0,0,0
13024,Locaux Raccordables,0,0,0
13024,Catégorie,0,0,0
13025,Locaux Raccordables,661,810,878
13025,Catégorie,50,80,80
13026,Locaux Raccordables,0,0,0
13026,Catégorie,0,0,0
13027,Locaux Raccordables,0,0,0
13027,Catégorie,0,0,0
13028,Locaux Raccordables,468,1680,1730
13028,Catégorie,5,5,5
13029,Locaux Raccordables,0,0,0
13029,Catégorie,0,0,0
13030,Locaux Raccordables,0,0,0
13030,Catégorie,0,0,0
13031,Locaux Raccordables,0,0,0
13031,Catégorie,0,0,0
13032,Locaux Raccordables,0,0,0
13032,Catégorie,0,0,0
13033,Locaux Raccordables,0,0,0
13033,Catégorie,0,0,0
13034,Locaux Raccordables,0,0,0
13034,Catégorie,0,0,0
13035,Locaux Raccordables,0,0,0
13035,Catégorie,0,0,0
13036,Locaux Raccordables,0,0,0
13036,Catégorie,0,0,0
13037,Locaux Raccordables,0,0,0
13037,Catégorie,0,0,0
13038,Locaux Raccordables,0,0,0
13038,Catégorie,0,0,0
13039,Locaux Raccordables,0,371,1380
13039,Catégorie,0,5,10
13040,Locaux Raccordables,0,0,0
13040,Catégorie,0,0,0
13041,Locaux Raccordables,0,0,227
13041,Catégorie,0,0,5
13042,Locaux Raccordables,0,0,0
13042,Catégorie,0,0,0
13043,Locaux Raccordables,0,0,0
13043,Catégorie,0,0,0
13044,Locaux Raccordables,0,0,0
13044,Catégorie,0,0,0
13045,Locaux Raccordables,0,0,0
13045,Catégorie,0,0,0
13046,Locaux Raccordables,0,0,0
13046,Catégorie,0,0,0
13047,Locaux Raccordables,0,536,1928
13047,Catégorie,0,5,5
13048,Locaux Raccordables,0,0,0
13048,Catégorie,0,0,0
13049,Locaux Raccordables,0,0,0
13049,Catégorie,0,0,0
13050,Locaux Raccordables,0,0,0
13050,Catégorie,0,0,0
13051,Locaux Raccordables,919,1048,1099
13051,Catégorie,10,25,25
13052,Locaux Raccordables,0,0,0
13052,Catégorie,0,0,0
13053,Locaux Raccordables,0,0,0
13053,Catégorie,0,0,0
13054,Locaux Raccordables,8424,8687,8771
13054,Catégorie,50,50,50
13055,Locaux Raccordables,246383,244708,248140
13055,Catégorie,50,50,50
13056,Locaux Raccordables,0,86,501
13056,Catégorie,0,5,5
13057,Locaux Raccordables,0,0,0
13057,Catégorie,0,0,0
13058,Locaux Raccordables,0,0,0
13058,Catégorie,0,0,0
13059,Locaux Raccordables,0,0,0
13059,Catégorie,0,0,0
13060,Locaux Raccordables,0,0,0
13060,Catégorie,0,0,0
13061,Locaux Raccordables,0,0,0
13061,Catégorie,0,0,0
13062,Locaux Raccordables,0,0,0
13062,Catégorie,0,0,0
13063,Locaux Raccordables,0,0,0
13063,Catégorie,0,0,0
13064,Locaux Raccordables,0,0,0
13064,Catégorie,0,0,0
13065,Locaux Raccordables,0,0,0
13065,Catégorie,0,0,0
13066,Locaux Raccordables,0,0,0
13066,Catégorie,0,0,0
13067,Locaux Raccordables,0,0,0
13067,Catégorie,0,0,0
13068,Locaux Raccordables,0,0,0
13068,Catégorie,0,0,0
13069,Locaux Raccordables,0,0,0
13069,Catégorie,0,0,0
13070,Locaux Raccordables,0,0,0
13070,Catégorie,0,0,0
13071,Locaux Raccordables,3970,5121,6169
13071,Catégorie,25,50,50
13072,Locaux Raccordables,0,0,0
13072,Catégorie,0,0,0
13073,Locaux Raccordables,0,0,0
13073,Catégorie,0,0,0
13074,Locaux Raccordables,0,0,0
13074,Catégorie,0,0,0
13075,Locaux Raccordables,212,1010,1069
13075,Catégorie,5,10,10
13076,Locaux Raccordables,0,0,0
13076,Catégorie,0,0,0
13077,Locaux Raccordables,977,1670,2063
13077,Catégorie,10,10,25
13078,Locaux Raccordables,0,0,0
13078,Catégorie,0,0,0
13079,Locaux Raccordables,0,0,0
13079,Catégorie,0,0,0
13080,Locaux Raccordables,0,0,0
13080,Catégorie,0,0,0
13081,Locaux Raccordables,2054,2585,3217
13081,Catégorie,25,25,50
13082,Locaux Raccordables,0,0,0
13082,Catégorie,0,0,0
13083,Locaux Raccordables,0,0,0
13083,Catégorie,0,0,0
13084,Locaux Raccordables,0,0,0
13084,Catégorie,0,0,0
13085,Locaux Raccordables,0,0,0
13085,Catégorie,0,0,0
13086,Locaux Raccordables,0,0,0
13086,Catégorie,0,0,0
13087,Locaux Raccordables,0,0,0
13087,Catégorie,0,0,0
13088,Locaux Raccordables,0,0,0
13088,Catégorie,0,0,0
13089,Locaux Raccordables,0,0,0
13089,Catégorie,0,0,0
13090,Locaux Raccordables,0,0,0
13090,Catégorie,0,0,0
13091,Locaux Raccordables,0,0,0
13091,Catégorie,0,0,0
13092,Locaux Raccordables,0,0,0
13092,Catégorie,0,0,0
13093,Locaux Raccordables,0,0,0
13093,Catégorie,0,0,0
13094,Locaux Raccordables,0,0,0
13094,Catégorie,0,0,0
13095,Locaux Raccordables,0,0,0
13095,Catégorie,0,0,0
13096,Locaux Raccordables,0,0,0
13096,Catégorie,0,0,0
13097,Locaux Raccordables,0,0,0
13097,Catégorie,0,0,0
13098,Locaux Raccordables,0,0,0
13098,Catégorie,0,0,0
13099,Locaux Raccordables,0,0,0
13099,Catégorie,0,0,0
13100,Locaux Raccordables,0,0,0
13100,Catégorie,0,0,0
13101,Locaux Raccordables,0,0,0
13101,Catégorie,0,0,0
13102,Locaux Raccordables,1268,1263,1264
13102,Catégorie,25,25,25
13103,Locaux Raccordables,6844,6920,6955
13103,Catégorie,25,25,25
13104,Locaux Raccordables,0,0,0
13104,Catégorie,0,0,0
13105,Locaux Raccordables,0,0,0
13105,Catégorie,0,0,0
13106,Locaux Raccordables,1832,2231,2235
13106,Catégorie,25,25,25
13107,Locaux Raccordables,0,0,0
13107,Catégorie,0,0,0
13108,Locaux Raccordables,0,0,208
13108,Catégorie,0,0,5
13109,Locaux Raccordables,0,0,0
13109,Catégorie,0,0,0
13110,Locaux Raccordables,0,0,0
13110,Catégorie,0,0,0
13111,Locaux Raccordables,0,0,0
13111,Catégorie,0,0,0
13112,Locaux Raccordables,0,0,0
13112,Catégorie,0,0,0
13113,Locaux Raccordables,0,0,0
13113,Catégorie,0,0,0
13114,Locaux Raccordables,0,0,0
13114,Catégorie,0,0,0
13115,Locaux Raccordables,0,0,0
13115,Catégorie,0,0,0
13116,Locaux Raccordables,0,0,0
13116,Catégorie,0,0,0
13117,Locaux Raccordables,14860,15031,15068
13117,Catégorie,80,80,80
13118,Locaux Raccordables,0,0,0
13118,Catégorie,0,0,0
13119,Locaux Raccordables,0,0,0
13119,Catégorie,0,0,0
14001,Locaux Raccordables,0,0,0
14001,Catégorie,0,0,0
14002,Locaux Raccordables,0,0,0
14002,Catégorie,0,0,0
14003,Locaux Raccordables,0,0,0
14003,Catégorie,0,0,0
14005,Locaux Raccordables,0,0,0
14005,Catégorie,0,0,0
14006,Locaux Raccordables,392,383,383
14006,Catégorie,80,80,80
14007,Locaux Raccordables,0,0,0
14007,Catégorie,0,0,0
14009,Locaux Raccordables,562,558,558
14009,Catégorie,80,80,80
14011,Locaux Raccordables,0,0,0
14011,Catégorie,0,0,0
14012,Locaux Raccordables,7,7,7
14012,Catégorie,5,5,5
14013,Locaux Raccordables,0,0,0
14013,Catégorie,0,0,0
14014,Locaux Raccordables,0,0,0
14014,Catégorie,0,0,0
14015,Locaux Raccordables,0,0,0
14015,Catégorie,0,0,0
14016,Locaux Raccordables,229,210,210
14016,Catégorie,80,80,80
14019,Locaux Raccordables,0,0,0
14019,Catégorie,0,0,0
14020,Locaux Raccordables,0,0,0
14020,Catégorie,0,0,0
14021,Locaux Raccordables,0,0,0
14021,Catégorie,0,0,0
14022,Locaux Raccordables,0,0,0
14022,Catégorie,0,0,0
14023,Locaux Raccordables,0,0,0
14023,Catégorie,0,0,0
14024,Locaux Raccordables,362,356,356
14024,Catégorie,80,80,80
14025,Locaux Raccordables,138,138,138
14025,Catégorie,80,80,80
14026,Locaux Raccordables,0,0,0
14026,Catégorie,0,0,0
14027,Locaux Raccordables,0,0,0
14027,Catégorie,0,0,0
14030,Locaux Raccordables,0,0,0
14030,Catégorie,0,0,0
14032,Locaux Raccordables,0,0,0
14032,Catégorie,0,0,0
14033,Locaux Raccordables,0,0,0
14033,Catégorie,0,0,0
14034,Locaux Raccordables,0,0,0
14034,Catégorie,0,0,0
14035,Locaux Raccordables,0,0,0
14035,Catégorie,0,0,0
14036,Locaux Raccordables,0,0,0
14036,Catégorie,0,0,0
14037,Locaux Raccordables,0,0,0
14037,Catégorie,0,0,0
14038,Locaux Raccordables,0,0,0
14038,Catégorie,0,0,0
14039,Locaux Raccordables,0,0,0
14039,Catégorie,0,0,0
14040,Locaux Raccordables,0,0,0
14040,Catégorie,0,0,0
14041,Locaux Raccordables,0,0,0
14041,Catégorie,0,0,0
14042,Locaux Raccordables,0,0,0
14042,Catégorie,0,0,0
14043,Locaux Raccordables,0,0,0
14043,Catégorie,0,0,0
14044,Locaux Raccordables,441,433,433
14044,Catégorie,80,80,80
14045,Locaux Raccordables,120,120,122
14045,Catégorie,80,80,80
14046,Locaux Raccordables,0,0,0
14046,Catégorie,0,0,0
14047,Locaux Raccordables,3738,3388,3418
14047,Catégorie,25,25,25
14049,Locaux Raccordables,83,83,87
14049,Catégorie,80,80,80
14050,Locaux Raccordables,0,0,0
14050,Catégorie,0,0,0
14053,Locaux Raccordables,0,0,0
14053,Catégorie,0,0,0
14054,Locaux Raccordables,0,0,0
14054,Catégorie,0,0,0
14055,Locaux Raccordables,27,27,27
14055,Catégorie,5,5,5
14057,Locaux Raccordables,0,0,0
14057,Catégorie,0,0,0
14059,Locaux Raccordables,802,802,807
14059,Catégorie,50,50,50
14060,Locaux Raccordables,0,0,0
14060,Catégorie,0,0,0
14061,Locaux Raccordables,0,0,0
14061,Catégorie,0,0,0
14062,Locaux Raccordables,200,194,196
14062,Catégorie,80,80,80
14063,Locaux Raccordables,0,0,0
14063,Catégorie,0,0,0
14064,Locaux Raccordables,0,0,0
14064,Catégorie,0,0,0
14066,Locaux Raccordables,0,0,0
14066,Catégorie,0,0,0
14068,Locaux Raccordables,0,0,0
14068,Catégorie,0,0,0
14069,Locaux Raccordables,0,0,0
14069,Catégorie,0,0,0
14070,Locaux Raccordables,0,0,0
14070,Catégorie,0,0,0
14076,Locaux Raccordables,0,0,0
14076,Catégorie,0,0,0
14077,Locaux Raccordables,0,0,0
14077,Catégorie,0,0,0
14078,Locaux Raccordables,0,0,0
14078,Catégorie,0,0,0
14079,Locaux Raccordables,1866,1866,1863
14079,Catégorie,50,50,50
14080,Locaux Raccordables,0,0,0
14080,Catégorie,0,0,0
14082,Locaux Raccordables,0,0,0
14082,Catégorie,0,0,0
14083,Locaux Raccordables,0,0,0
14083,Catégorie,0,0,0
14084,Locaux Raccordables,0,0,0
14084,Catégorie,0,0,0
14085,Locaux Raccordables,0,0,0
14085,Catégorie,0,0,0
14086,Locaux Raccordables,0,0,0
14086,Catégorie,0,0,0
14087,Locaux Raccordables,0,0,0
14087,Catégorie,0,0,0
14088,Locaux Raccordables,0,0,0
14088,Catégorie,0,0,0
14089,Locaux Raccordables,0,0,0
14089,Catégorie,0,0,0
14090,Locaux Raccordables,0,0,0
14090,Catégorie,0,0,0
14091,Locaux Raccordables,1,1,1
14091,Catégorie,5,5,5
14092,Locaux Raccordables,0,0,0
14092,Catégorie,0,0,0
14093,Locaux Raccordables,0,0,0
14093,Catégorie,0,0,0
14096,Locaux Raccordables,0,0,0
14096,Catégorie,0,0,0
14097,Locaux Raccordables,0,0,0
14097,Catégorie,0,0,0
14098,Locaux Raccordables,0,0,0
14098,Catégorie,0,0,0
14100,Locaux Raccordables,0,0,0
14100,Catégorie,0,0,0
14101,Locaux Raccordables,0,0,0
14101,Catégorie,0,0,0
14102,Locaux Raccordables,0,0,0
14102,Catégorie,0,0,0
14103,Locaux Raccordables,0,0,0
14103,Catégorie,0,0,0
14104,Locaux Raccordables,0,0,0
14104,Catégorie,0,0,0
14106,Locaux Raccordables,0,0,0
14106,Catégorie,0,0,0
14107,Locaux Raccordables,0,0,0
14107,Catégorie,0,0,0
14110,Locaux Raccordables,0,0,0
14110,Catégorie,0,0,0
14111,Locaux Raccordables,0,0,0
14111,Catégorie,0,0,0
14116,Locaux Raccordables,0,0,0
14116,Catégorie,0,0,0
14117,Locaux Raccordables,5979,3566,3571
14117,Catégorie,50,25,25
14118,Locaux Raccordables,63881,64628,65127
14118,Catégorie,80,80,80
14119,Locaux Raccordables,639,622,628
14119,Catégorie,80,80,80
14120,Locaux Raccordables,0,0,0
14120,Catégorie,0,0,0
14121,Locaux Raccordables,0,0,0
14121,Catégorie,0,0,0
14122,Locaux Raccordables,0,0,0
14122,Catégorie,0,0,0
14123,Locaux Raccordables,0,0,0
14123,Catégorie,0,0,0
14124,Locaux Raccordables,0,0,0
14124,Catégorie,0,0,0
14125,Locaux Raccordables,782,782,782
14125,Catégorie,80,80,80
14126,Locaux Raccordables,0,0,0
14126,Catégorie,0,0,0
14127,Locaux Raccordables,0,0,0
14127,Catégorie,0,0,0
14130,Locaux Raccordables,0,0,0
14130,Catégorie,0,0,0
14131,Locaux Raccordables,0,0,61
14131,Catégorie,0,0,25
14132,Locaux Raccordables,0,0,0
14132,Catégorie,0,0,0
14134,Locaux Raccordables,0,0,0
14134,Catégorie,0,0,0
14135,Locaux Raccordables,0,0,0
14135,Catégorie,0,0,0
14136,Locaux Raccordables,0,0,0
14136,Catégorie,0,0,0
14137,Locaux Raccordables,0,0,0
14137,Catégorie,0,0,0
14138,Locaux Raccordables,0,0,0
14138,Catégorie,0,0,0
14140,Locaux Raccordables,0,0,0
14140,Catégorie,0,0,0
14141,Locaux Raccordables,0,0,0
14141,Catégorie,0,0,0
14143,Locaux Raccordables,0,0,0
14143,Catégorie,0,0,0
14145,Locaux Raccordables,0,0,0
14145,Catégorie,0,0,0
14146,Locaux Raccordables,0,0,0
14146,Catégorie,0,0,0
14147,Locaux Raccordables,0,0,0
14147,Catégorie,0,0,0
14149,Locaux Raccordables,0,0,0
14149,Catégorie,0,0,0
14150,Locaux Raccordables,0,0,0
14150,Catégorie,0,0,0
14159,Locaux Raccordables,0,0,0
14159,Catégorie,0,0,0
14160,Locaux Raccordables,0,0,0
14160,Catégorie,0,0,0
14161,Locaux Raccordables,12,12,12
14161,Catégorie,5,5,5
14162,Locaux Raccordables,0,0,0
14162,Catégorie,0,0,0
14163,Locaux Raccordables,0,0,0
14163,Catégorie,0,0,0
14165,Locaux Raccordables,0,0,0
14165,Catégorie,0,0,0
14166,Locaux Raccordables,1215,1202,1202
14166,Catégorie,80,80,80
14167,Locaux Raccordables,0,0,0
14167,Catégorie,0,0,0
14168,Locaux Raccordables,0,0,0
14168,Catégorie,0,0,0
14169,Locaux Raccordables,0,0,0
14169,Catégorie,0,0,0
14171,Locaux Raccordables,0,0,0
14171,Catégorie,0,0,0
14172,Locaux Raccordables,0,0,0
14172,Catégorie,0,0,0
14173,Locaux Raccordables,0,0,0
14173,Catégorie,0,0,0
14174,Locaux Raccordables,1376,1305,1400
14174,Catégorie,25,25,25
14175,Locaux Raccordables,0,0,0
14175,Catégorie,0,0,0
14177,Locaux Raccordables,0,0,0
14177,Catégorie,0,0,0
14179,Locaux Raccordables,0,0,0
14179,Catégorie,0,0,0
14180,Locaux Raccordables,0,0,0
14180,Catégorie,0,0,0
14181,Locaux Raccordables,2280,2280,2280
14181,Catégorie,80,80,80
14182,Locaux Raccordables,0,0,0
14182,Catégorie,0,0,0
14183,Locaux Raccordables,0,0,0
14183,Catégorie,0,0,0
14184,Locaux Raccordables,0,0,0
14184,Catégorie,0,0,0
14185,Locaux Raccordables,5,5,20
14185,Catégorie,5,5,10
14190,Locaux Raccordables,0,0,0
14190,Catégorie,0,0,0
14191,Locaux Raccordables,0,0,1
14191,Catégorie,0,0,5
14193,Locaux Raccordables,0,0,0
14193,Catégorie,0,0,0
14194,Locaux Raccordables,0,0,0
14194,Catégorie,0,0,0
14195,Locaux Raccordables,0,0,0
14195,Catégorie,0,0,0
14196,Locaux Raccordables,0,0,0
14196,Catégorie,0,0,0
14197,Locaux Raccordables,495,491,491
14197,Catégorie,80,80,80
14198,Locaux Raccordables,127,123,123
14198,Catégorie,80,80,80
14200,Locaux Raccordables,898,843,844
14200,Catégorie,80,80,80
14202,Locaux Raccordables,0,0,0
14202,Catégorie,0,0,0
14203,Locaux Raccordables,14,10,10
14203,Catégorie,10,5,5
14204,Locaux Raccordables,0,0,0
14204,Catégorie,0,0,0
14205,Locaux Raccordables,0,0,0
14205,Catégorie,0,0,0
14206,Locaux Raccordables,0,0,0
14206,Catégorie,0,0,0
14207,Locaux Raccordables,0,0,0
14207,Catégorie,0,0,0
14209,Locaux Raccordables,0,0,0
14209,Catégorie,0,0,0
14211,Locaux Raccordables,0,0,0
14211,Catégorie,0,0,0
14214,Locaux Raccordables,0,0,0
14214,Catégorie,0,0,0
14215,Locaux Raccordables,0,0,0
14215,Catégorie,0,0,0
14216,Locaux Raccordables,0,0,0
14216,Catégorie,0,0,0
14218,Locaux Raccordables,104,102,102
