Réseaux en fibre optique jusqu'à l'abonné (FttH),,,,
Déploiement par Commune,,,,
,,,,
,,,,
Code commune,Champ,T3 2017,T4 2017,T1 2018
38249,Catégorie,0,0,0
38250,Locaux Raccordables,0,0,0
38250,Catégorie,0,0,0
38252,Locaux Raccordables,0,0,0
38252,Catégorie,0,0,0
38253,Locaux Raccordables,0,0,0
38253,Catégorie,0,0,0
38254,Locaux Raccordables,0,0,0
38254,Catégorie,0,0,0
38255,Locaux Raccordables,0,0,0
38255,Catégorie,0,0,0
38256,Locaux Raccordables,0,0,0
38256,Catégorie,0,0,0
38257,Locaux Raccordables,0,0,0
38257,Catégorie,0,0,0
38258,Locaux Raccordables,0,0,0
38258,Catégorie,0,0,0
38259,Locaux Raccordables,0,0,0
38259,Catégorie,0,0,0
38260,Locaux Raccordables,0,0,0
38260,Catégorie,0,0,0
38261,Locaux Raccordables,0,0,0
38261,Catégorie,0,0,0
38263,Locaux Raccordables,0,0,0
38263,Catégorie,0,0,0
38264,Locaux Raccordables,0,0,0
38264,Catégorie,0,0,0
38265,Locaux Raccordables,0,0,0
38265,Catégorie,0,0,0
38266,Locaux Raccordables,0,0,0
38266,Catégorie,0,0,0
38267,Locaux Raccordables,0,0,0
38267,Catégorie,0,0,0
38268,Locaux Raccordables,0,0,0
38268,Catégorie,0,0,0
38269,Locaux Raccordables,0,0,0
38269,Catégorie,0,0,0
38270,Locaux Raccordables,0,0,0
38270,Catégorie,0,0,0
38271,Locaux Raccordables,0,0,0
38271,Catégorie,0,0,0
38272,Locaux Raccordables,0,0,0
38272,Catégorie,0,0,0
38273,Locaux Raccordables,0,0,0
38273,Catégorie,0,0,0
38274,Locaux Raccordables,0,0,0
38274,Catégorie,0,0,0
38275,Locaux Raccordables,0,0,0
38275,Catégorie,0,0,0
38276,Locaux Raccordables,0,0,0
38276,Catégorie,0,0,0
38277,Locaux Raccordables,0,0,0
38277,Catégorie,0,0,0
38278,Locaux Raccordables,0,0,0
38278,Catégorie,0,0,0
38279,Locaux Raccordables,0,0,0
38279,Catégorie,0,0,0
38280,Locaux Raccordables,0,0,0
38280,Catégorie,0,0,0
38281,Locaux Raccordables,0,0,0
38281,Catégorie,0,0,0
38282,Locaux Raccordables,0,0,0
38282,Catégorie,0,0,0
38283,Locaux Raccordables,0,0,0
38283,Catégorie,0,0,0
38284,Locaux Raccordables,0,0,0
38284,Catégorie,0,0,0
38285,Locaux Raccordables,0,0,0
38285,Catégorie,0,0,0
38286,Locaux Raccordables,0,0,0
38286,Catégorie,0,0,0
38287,Locaux Raccordables,0,0,0
38287,Catégorie,0,0,0
38288,Locaux Raccordables,0,0,0
38288,Catégorie,0,0,0
38289,Locaux Raccordables,0,0,0
38289,Catégorie,0,0,0
38290,Locaux Raccordables,0,0,0
38290,Catégorie,0,0,0
38291,Locaux Raccordables,0,0,0
38291,Catégorie,0,0,0
38292,Locaux Raccordables,0,0,0
38292,Catégorie,0,0,0
38293,Locaux Raccordables,0,0,0
38293,Catégorie,0,0,0
38294,Locaux Raccordables,0,0,0
38294,Catégorie,0,0,0
38295,Locaux Raccordables,0,0,0
38295,Catégorie,0,0,0
38296,Locaux Raccordables,0,0,0
38296,Catégorie,0,0,0
38297,Locaux Raccordables,0,0,0
38297,Catégorie,0,0,0
38298,Locaux Raccordables,0,0,0
38298,Catégorie,0,0,0
38299,Locaux Raccordables,0,0,0
38299,Catégorie,0,0,0
38300,Locaux Raccordables,0,0,0
38300,Catégorie,0,0,0
38301,Locaux Raccordables,0,0,0
38301,Catégorie,0,0,0
38302,Locaux Raccordables,0,0,0
38302,Catégorie,0,0,0
38303,Locaux Raccordables,0,0,0
38303,Catégorie,0,0,0
38304,Locaux Raccordables,0,0,0
38304,Catégorie,0,0,0
38306,Locaux Raccordables,0,0,0
38306,Catégorie,0,0,0
38307,Locaux Raccordables,0,0,0
38307,Catégorie,0,0,0
38308,Locaux Raccordables,0,0,0
38308,Catégorie,0,0,0
38309,Locaux Raccordables,83,205,232
38309,Catégorie,5,10,10
38310,Locaux Raccordables,0,0,0
38310,Catégorie,0,0,0
38311,Locaux Raccordables,0,0,0
38311,Catégorie,0,0,0
38313,Locaux Raccordables,0,0,0
38313,Catégorie,0,0,0
38314,Locaux Raccordables,0,0,0
38314,Catégorie,0,0,0
38315,Locaux Raccordables,0,0,0
38315,Catégorie,0,0,0
38316,Locaux Raccordables,0,0,0
38316,Catégorie,0,0,0
38317,Locaux Raccordables,2184,2220,2309
38317,Catégorie,25,25,25
38318,Locaux Raccordables,0,23,25
38318,Catégorie,0,5,5
38319,Locaux Raccordables,0,0,0
38319,Catégorie,0,0,0
38320,Locaux Raccordables,0,0,0
38320,Catégorie,0,0,0
38321,Locaux Raccordables,0,0,0
38321,Catégorie,0,0,0
38322,Locaux Raccordables,0,0,0
38322,Catégorie,0,0,0
38323,Locaux Raccordables,0,0,0
38323,Catégorie,0,0,0
38324,Locaux Raccordables,0,0,0
38324,Catégorie,0,0,0
38325,Locaux Raccordables,0,0,0
38325,Catégorie,0,0,0
38326,Locaux Raccordables,0,0,0
38326,Catégorie,0,0,0
38328,Locaux Raccordables,0,0,0
38328,Catégorie,0,0,0
38329,Locaux Raccordables,0,0,0
38329,Catégorie,0,0,0
38330,Locaux Raccordables,0,0,0
38330,Catégorie,0,0,0
38331,Locaux Raccordables,0,0,0
38331,Catégorie,0,0,0
38332,Locaux Raccordables,0,0,0
38332,Catégorie,0,0,0
38333,Locaux Raccordables,0,0,0
38333,Catégorie,0,0,0
38334,Locaux Raccordables,0,0,0
38334,Catégorie,0,0,0
38335,Locaux Raccordables,0,0,0
38335,Catégorie,0,0,0
38336,Locaux Raccordables,0,0,0
38336,Catégorie,0,0,0
38337,Locaux Raccordables,0,0,0
38337,Catégorie,0,0,0
38338,Locaux Raccordables,0,0,0
38338,Catégorie,0,0,0
38339,Locaux Raccordables,0,0,0
38339,Catégorie,0,0,0
38340,Locaux Raccordables,0,0,0
38340,Catégorie,0,0,0
38341,Locaux Raccordables,0,0,0
38341,Catégorie,0,0,0
38342,Locaux Raccordables,0,0,0
38342,Catégorie,0,0,0
38343,Locaux Raccordables,0,0,0
38343,Catégorie,0,0,0
38344,Locaux Raccordables,0,0,0
38344,Catégorie,0,0,0
38345,Locaux Raccordables,0,0,0
38345,Catégorie,0,0,0
38346,Locaux Raccordables,0,0,0
38346,Catégorie,0,0,0
38347,Locaux Raccordables,0,0,0
38347,Catégorie,0,0,0
38348,Locaux Raccordables,0,0,0
38348,Catégorie,0,0,0
38349,Locaux Raccordables,0,0,0
38349,Catégorie,0,0,0
38350,Locaux Raccordables,0,0,0
38350,Catégorie,0,0,0
38351,Locaux Raccordables,0,0,0
38351,Catégorie,0,0,0
38352,Locaux Raccordables,0,0,0
38352,Catégorie,0,0,0
38353,Locaux Raccordables,0,0,0
38353,Catégorie,0,0,0
38354,Locaux Raccordables,0,0,0
38354,Catégorie,0,0,0
38355,Locaux Raccordables,0,0,0
38355,Catégorie,0,0,0
38356,Locaux Raccordables,0,0,0
38356,Catégorie,0,0,0
38357,Locaux Raccordables,0,0,0
38357,Catégorie,0,0,0
38358,Locaux Raccordables,0,0,0
38358,Catégorie,0,0,0
38359,Locaux Raccordables,0,0,0
38359,Catégorie,0,0,0
38360,Locaux Raccordables,0,0,0
38360,Catégorie,0,0,0
38361,Locaux Raccordables,0,0,0
38361,Catégorie,0,0,0
38362,Locaux Raccordables,0,0,0
38362,Catégorie,0,0,0
38363,Locaux Raccordables,0,0,0
38363,Catégorie,0,0,0
38364,Locaux Raccordables,0,0,0
38364,Catégorie,0,0,0
38365,Locaux Raccordables,0,0,0
38365,Catégorie,0,0,0
38366,Locaux Raccordables,0,0,0
38366,Catégorie,0,0,0
38367,Locaux Raccordables,0,0,0
38367,Catégorie,0,0,0
38368,Locaux Raccordables,0,0,0
38368,Catégorie,0,0,0
38369,Locaux Raccordables,0,0,0
38369,Catégorie,0,0,0
38370,Locaux Raccordables,0,0,0
38370,Catégorie,0,0,0
38372,Locaux Raccordables,0,0,0
38372,Catégorie,0,0,0
38373,Locaux Raccordables,0,0,0
38373,Catégorie,0,0,0
38374,Locaux Raccordables,0,0,0
38374,Catégorie,0,0,0
38375,Locaux Raccordables,0,0,0
38375,Catégorie,0,0,0
38376,Locaux Raccordables,0,0,0
38376,Catégorie,0,0,0
38377,Locaux Raccordables,0,0,0
38377,Catégorie,0,0,0
38378,Locaux Raccordables,0,0,0
38378,Catégorie,0,0,0
38379,Locaux Raccordables,0,0,0
38379,Catégorie,0,0,0
38380,Locaux Raccordables,0,0,0
38380,Catégorie,0,0,0
38381,Locaux Raccordables,0,0,0
38381,Catégorie,0,0,0
38382,Locaux Raccordables,3061,3082,3239
38382,Catégorie,25,25,25
38383,Locaux Raccordables,0,0,0
38383,Catégorie,0,0,0
38384,Locaux Raccordables,0,0,0
38384,Catégorie,0,0,0
38386,Locaux Raccordables,0,0,0
38386,Catégorie,0,0,0
38387,Locaux Raccordables,0,0,0
38387,Catégorie,0,0,0
38388,Locaux Raccordables,0,0,0
38388,Catégorie,0,0,0
38389,Locaux Raccordables,0,0,0
38389,Catégorie,0,0,0
38390,Locaux Raccordables,0,0,0
38390,Catégorie,0,0,0
38391,Locaux Raccordables,0,0,0
38391,Catégorie,0,0,0
38392,Locaux Raccordables,0,0,0
38392,Catégorie,0,0,0
38393,Locaux Raccordables,0,0,0
38393,Catégorie,0,0,0
38394,Locaux Raccordables,0,0,0
38394,Catégorie,0,0,0
38395,Locaux Raccordables,0,0,0
38395,Catégorie,0,0,0
38396,Locaux Raccordables,0,0,0
38396,Catégorie,0,0,0
38397,Locaux Raccordables,0,0,0
38397,Catégorie,0,0,0
38398,Locaux Raccordables,0,0,0
38398,Catégorie,0,0,0
38399,Locaux Raccordables,0,0,0
38399,Catégorie,0,0,0
38400,Locaux Raccordables,0,0,0
38400,Catégorie,0,0,0
38401,Locaux Raccordables,0,0,0
38401,Catégorie,0,0,0
38402,Locaux Raccordables,0,0,0
38402,Catégorie,0,0,0
38403,Locaux Raccordables,0,0,0
38403,Catégorie,0,0,0
38404,Locaux Raccordables,0,0,0
38404,Catégorie,0,0,0
38405,Locaux Raccordables,0,0,0
38405,Catégorie,0,0,0
38406,Locaux Raccordables,0,0,0
38406,Catégorie,0,0,0
38407,Locaux Raccordables,0,0,0
38407,Catégorie,0,0,0
38408,Locaux Raccordables,0,0,0
38408,Catégorie,0,0,0
38409,Locaux Raccordables,0,0,0
38409,Catégorie,0,0,0
38410,Locaux Raccordables,0,0,0
38410,Catégorie,0,0,0
38412,Locaux Raccordables,0,0,0
38412,Catégorie,0,0,0
38413,Locaux Raccordables,0,0,0
38413,Catégorie,0,0,0
38414,Locaux Raccordables,0,0,0
38414,Catégorie,0,0,0
38415,Locaux Raccordables,0,0,0
38415,Catégorie,0,0,0
38416,Locaux Raccordables,0,0,0
38416,Catégorie,0,0,0
38417,Locaux Raccordables,0,0,0
38417,Catégorie,0,0,0
38418,Locaux Raccordables,0,0,0
38418,Catégorie,0,0,0
38419,Locaux Raccordables,0,0,0
38419,Catégorie,0,0,0
38420,Locaux Raccordables,0,0,0
38420,Catégorie,0,0,0
38421,Locaux Raccordables,4140,4587,5241
38421,Catégorie,10,10,25
38422,Locaux Raccordables,0,0,0
38422,Catégorie,0,0,0
38423,Locaux Raccordables,1525,1575,1649
38423,Catégorie,50,50,50
38424,Locaux Raccordables,0,0,0
38424,Catégorie,0,0,0
38425,Locaux Raccordables,0,0,0
38425,Catégorie,0,0,0
38426,Locaux Raccordables,0,0,0
38426,Catégorie,0,0,0
38427,Locaux Raccordables,0,0,0
38427,Catégorie,0,0,0
38428,Locaux Raccordables,0,0,0
38428,Catégorie,0,0,0
38429,Locaux Raccordables,0,0,0
38429,Catégorie,0,0,0
38430,Locaux Raccordables,0,0,0
38430,Catégorie,0,0,0
38431,Locaux Raccordables,0,0,0
38431,Catégorie,0,0,0
38432,Locaux Raccordables,0,0,0
38432,Catégorie,0,0,0
38433,Locaux Raccordables,0,0,0
38433,Catégorie,0,0,0
38434,Locaux Raccordables,0,0,0
38434,Catégorie,0,0,0
38435,Locaux Raccordables,0,0,0
38435,Catégorie,0,0,0
38436,Locaux Raccordables,0,0,0
38436,Catégorie,0,0,0
38437,Locaux Raccordables,0,0,0
38437,Catégorie,0,0,0
38438,Locaux Raccordables,0,0,0
38438,Catégorie,0,0,0
38439,Locaux Raccordables,0,0,0
38439,Catégorie,0,0,0
38440,Locaux Raccordables,0,0,0
38440,Catégorie,0,0,0
38442,Locaux Raccordables,0,0,0
38442,Catégorie,0,0,0
38443,Locaux Raccordables,0,0,0
38443,Catégorie,0,0,0
38444,Locaux Raccordables,0,0,0
38444,Catégorie,0,0,0
38445,Locaux Raccordables,0,0,0
38445,Catégorie,0,0,0
38446,Locaux Raccordables,0,0,0
38446,Catégorie,0,0,0
38448,Locaux Raccordables,0,0,0
38448,Catégorie,0,0,0
38449,Locaux Raccordables,0,0,0
38449,Catégorie,0,0,0
38450,Locaux Raccordables,0,0,0
38450,Catégorie,0,0,0
38451,Locaux Raccordables,0,0,0
38451,Catégorie,0,0,0
38452,Locaux Raccordables,0,0,0
38452,Catégorie,0,0,0
38453,Locaux Raccordables,0,0,0
38453,Catégorie,0,0,0
38454,Locaux Raccordables,0,0,0
38454,Catégorie,0,0,0
38455,Locaux Raccordables,0,0,0
38455,Catégorie,0,0,0
38456,Locaux Raccordables,0,0,0
38456,Catégorie,0,0,0
38457,Locaux Raccordables,0,0,0
38457,Catégorie,0,0,0
38458,Locaux Raccordables,0,0,0
38458,Catégorie,0,0,0
38459,Locaux Raccordables,0,0,0
38459,Catégorie,0,0,0
38460,Locaux Raccordables,0,0,0
38460,Catégorie,0,0,0
38462,Locaux Raccordables,0,0,0
38462,Catégorie,0,0,0
38463,Locaux Raccordables,0,0,0
38463,Catégorie,0,0,0
38464,Locaux Raccordables,0,0,0
38464,Catégorie,0,0,0
38465,Locaux Raccordables,0,0,0
38465,Catégorie,0,0,0
38466,Locaux Raccordables,0,0,0
38466,Catégorie,0,0,0
38467,Locaux Raccordables,0,0,0
38467,Catégorie,0,0,0
38468,Locaux Raccordables,0,0,0
38468,Catégorie,0,0,0
38469,Locaux Raccordables,0,0,0
38469,Catégorie,0,0,0
38470,Locaux Raccordables,0,0,0
38470,Catégorie,0,0,0
38471,Locaux Raccordables,0,0,0
38471,Catégorie,0,0,0
38472,Locaux Raccordables,0,0,0
38472,Catégorie,0,0,0
38473,Locaux Raccordables,0,0,0
38473,Catégorie,0,0,0
38474,Locaux Raccordables,4172,4245,4306
38474,Catégorie,50,50,50
38475,Locaux Raccordables,0,0,0
38475,Catégorie,0,0,0
38476,Locaux Raccordables,0,0,0
38476,Catégorie,0,0,0
38478,Locaux Raccordables,0,0,0
38478,Catégorie,0,0,0
38479,Locaux Raccordables,0,0,0
38479,Catégorie,0,0,0
38480,Locaux Raccordables,0,0,0
38480,Catégorie,0,0,0
38481,Locaux Raccordables,0,0,0
38481,Catégorie,0,0,0
38483,Locaux Raccordables,0,0,0
38483,Catégorie,0,0,0
38484,Locaux Raccordables,0,0,0
38484,Catégorie,0,0,0
38485,Locaux Raccordables,5099,5115,5196
38485,Catégorie,80,80,80
38486,Locaux Raccordables,1127,1191,1216
38486,Catégorie,25,25,25
38487,Locaux Raccordables,388,417,491
38487,Catégorie,25,25,50
38488,Locaux Raccordables,0,0,0
38488,Catégorie,0,0,0
38489,Locaux Raccordables,0,0,0
38489,Catégorie,0,0,0
38490,Locaux Raccordables,0,0,0
38490,Catégorie,0,0,0
38492,Locaux Raccordables,0,0,0
38492,Catégorie,0,0,0
38494,Locaux Raccordables,0,0,0
38494,Catégorie,0,0,0
38495,Locaux Raccordables,0,0,0
38495,Catégorie,0,0,0
38496,Locaux Raccordables,0,0,0
38496,Catégorie,0,0,0
38497,Locaux Raccordables,0,0,0
38497,Catégorie,0,0,0
38498,Locaux Raccordables,0,0,0
38498,Catégorie,0,0,0
38499,Locaux Raccordables,0,0,0
38499,Catégorie,0,0,0
38500,Locaux Raccordables,0,0,0
38500,Catégorie,0,0,0
38501,Locaux Raccordables,0,0,0
38501,Catégorie,0,0,0
38503,Locaux Raccordables,0,0,0
38503,Catégorie,0,0,0
38504,Locaux Raccordables,0,0,0
38504,Catégorie,0,0,0
38505,Locaux Raccordables,0,0,0
38505,Catégorie,0,0,0
38507,Locaux Raccordables,0,0,0
38507,Catégorie,0,0,0
38508,Locaux Raccordables,0,0,0
38508,Catégorie,0,0,0
38509,Locaux Raccordables,0,0,0
38509,Catégorie,0,0,0
38511,Locaux Raccordables,0,0,0
38511,Catégorie,0,0,0
38512,Locaux Raccordables,0,0,0
38512,Catégorie,0,0,0
38513,Locaux Raccordables,0,0,0
38513,Catégorie,0,0,0
38514,Locaux Raccordables,0,0,0
38514,Catégorie,0,0,0
38515,Locaux Raccordables,0,0,0
38515,Catégorie,0,0,0
38516,Locaux Raccordables,35,340,831
38516,Catégorie,5,10,10
38517,Locaux Raccordables,0,0,0
38517,Catégorie,0,0,0
38518,Locaux Raccordables,0,0,0
38518,Catégorie,0,0,0
38519,Locaux Raccordables,0,0,0
38519,Catégorie,0,0,0
38520,Locaux Raccordables,0,0,0
38520,Catégorie,0,0,0
38521,Locaux Raccordables,0,0,0
38521,Catégorie,0,0,0
38522,Locaux Raccordables,0,0,0
38522,Catégorie,0,0,0
38523,Locaux Raccordables,0,0,0
38523,Catégorie,0,0,0
38524,Locaux Raccordables,93,100,133
38524,Catégorie,5,5,5
38525,Locaux Raccordables,0,0,0
38525,Catégorie,0,0,0
38526,Locaux Raccordables,0,0,0
38526,Catégorie,0,0,0
38527,Locaux Raccordables,0,0,0
38527,Catégorie,0,0,0
38528,Locaux Raccordables,0,0,0
38528,Catégorie,0,0,0
38529,Locaux Raccordables,0,0,0
38529,Catégorie,0,0,0
38530,Locaux Raccordables,0,0,0
38530,Catégorie,0,0,0
38531,Locaux Raccordables,0,0,0
38531,Catégorie,0,0,0
38532,Locaux Raccordables,0,0,0
38532,Catégorie,0,0,0
38533,Locaux Raccordables,0,0,0
38533,Catégorie,0,0,0
38535,Locaux Raccordables,0,0,0
38535,Catégorie,0,0,0
38536,Locaux Raccordables,0,0,0
38536,Catégorie,0,0,0
38537,Locaux Raccordables,0,0,0
38537,Catégorie,0,0,0
38538,Locaux Raccordables,0,0,0
38538,Catégorie,0,0,0
38539,Locaux Raccordables,0,0,0
38539,Catégorie,0,0,0
38540,Locaux Raccordables,0,0,0
38540,Catégorie,0,0,0
38542,Locaux Raccordables,0,0,0
38542,Catégorie,0,0,0
38543,Locaux Raccordables,0,0,0
38543,Catégorie,0,0,0
38544,Locaux Raccordables,4105,4490,5302
38544,Catégorie,10,25,25
38545,Locaux Raccordables,0,0,0
38545,Catégorie,0,0,0
38546,Locaux Raccordables,0,0,0
38546,Catégorie,0,0,0
38547,Locaux Raccordables,0,0,0
38547,Catégorie,0,0,0
38548,Locaux Raccordables,0,0,0
38548,Catégorie,0,0,0
38549,Locaux Raccordables,0,0,0
38549,Catégorie,0,0,0
38550,Locaux Raccordables,0,0,0
38550,Catégorie,0,0,0
38551,Locaux Raccordables,0,0,0
38551,Catégorie,0,0,0
38552,Locaux Raccordables,0,0,0
38552,Catégorie,0,0,0
38553,Locaux Raccordables,0,0,245
38553,Catégorie,0,0,5
38554,Locaux Raccordables,0,0,0
38554,Catégorie,0,0,0
38555,Locaux Raccordables,0,0,0
38555,Catégorie,0,0,0
38556,Locaux Raccordables,0,0,0
38556,Catégorie,0,0,0
38557,Locaux Raccordables,0,0,0
38557,Catégorie,0,0,0
38558,Locaux Raccordables,0,0,0
38558,Catégorie,0,0,0
38559,Locaux Raccordables,0,0,0
38559,Catégorie,0,0,0
38560,Locaux Raccordables,0,0,0
38560,Catégorie,0,0,0
38561,Locaux Raccordables,0,0,0
38561,Catégorie,0,0,0
38562,Locaux Raccordables,0,0,0
38562,Catégorie,0,0,0
38563,Locaux Raccordables,988,1839,2112
38563,Catégorie,5,10,10
38564,Locaux Raccordables,0,0,0
38564,Catégorie,0,0,0
38565,Locaux Raccordables,0,0,0
38565,Catégorie,0,0,0
38566,Locaux Raccordables,0,0,0
38566,Catégorie,0,0,0
38567,Locaux Raccordables,0,0,0
38567,Catégorie,0,0,0
39001,Locaux Raccordables,0,0,0
39001,Catégorie,0,0,0
39002,Locaux Raccordables,0,0,0
39002,Catégorie,0,0,0
39003,Locaux Raccordables,0,0,0
39003,Catégorie,0,0,0
39004,Locaux Raccordables,0,0,0
39004,Catégorie,0,0,0
39006,Locaux Raccordables,0,0,0
39006,Catégorie,0,0,0
39007,Locaux Raccordables,0,0,0
39007,Catégorie,0,0,0
39008,Locaux Raccordables,0,0,0
39008,Catégorie,0,0,0
39009,Locaux Raccordables,0,0,0
39009,Catégorie,0,0,0
39010,Locaux Raccordables,0,0,0
39010,Catégorie,0,0,0
39011,Locaux Raccordables,0,0,0
39011,Catégorie,0,0,0
39013,Locaux Raccordables,0,0,0
39013,Catégorie,0,0,0
39014,Locaux Raccordables,0,0,0
39014,Catégorie,0,0,0
39015,Locaux Raccordables,0,0,0
39015,Catégorie,0,0,0
39016,Locaux Raccordables,0,0,0
39016,Catégorie,0,0,0
39017,Locaux Raccordables,0,0,0
39017,Catégorie,0,0,0
39018,Locaux Raccordables,0,0,0
39018,Catégorie,0,0,0
39019,Locaux Raccordables,136,136,136
39019,Catégorie,80,80,80
39020,Locaux Raccordables,0,0,0
39020,Catégorie,0,0,0
39021,Locaux Raccordables,0,0,0
39021,Catégorie,0,0,0
39022,Locaux Raccordables,0,0,0
39022,Catégorie,0,0,0
39024,Locaux Raccordables,0,0,0
39024,Catégorie,0,0,0
39025,Locaux Raccordables,0,0,0
39025,Catégorie,0,0,0
39026,Locaux Raccordables,0,0,0
39026,Catégorie,0,0,0
39027,Locaux Raccordables,0,0,0
39027,Catégorie,0,0,0
39028,Locaux Raccordables,0,0,0
39028,Catégorie,0,0,0
39029,Locaux Raccordables,0,0,0
39029,Catégorie,0,0,0
39030,Locaux Raccordables,0,0,0
39030,Catégorie,0,0,0
39031,Locaux Raccordables,0,0,0
39031,Catégorie,0,0,0
39032,Locaux Raccordables,0,0,0
39032,Catégorie,0,0,0
39034,Locaux Raccordables,0,0,0
39034,Catégorie,0,0,0
39035,Locaux Raccordables,0,0,0
39035,Catégorie,0,0,0
39037,Locaux Raccordables,0,0,0
39037,Catégorie,0,0,0
39038,Locaux Raccordables,0,0,0
39038,Catégorie,0,0,0
39039,Locaux Raccordables,0,0,0
39039,Catégorie,0,0,0
39040,Locaux Raccordables,0,0,0
39040,Catégorie,0,0,0
39041,Locaux Raccordables,0,0,0
39041,Catégorie,0,0,0
39042,Locaux Raccordables,0,0,0
39042,Catégorie,0,0,0
39043,Locaux Raccordables,0,0,0
39043,Catégorie,0,0,0
39045,Locaux Raccordables,0,0,0
39045,Catégorie,0,0,0
39046,Locaux Raccordables,0,0,0
39046,Catégorie,0,0,0
39047,Locaux Raccordables,0,0,0
39047,Catégorie,0,0,0
39048,Locaux Raccordables,0,0,0
39048,Catégorie,0,0,0
39049,Locaux Raccordables,0,0,0
39049,Catégorie,0,0,0
39050,Locaux Raccordables,0,0,0
39050,Catégorie,0,0,0
39051,Locaux Raccordables,0,0,0
39051,Catégorie,0,0,0
39052,Locaux Raccordables,0,0,0
39052,Catégorie,0,0,0
39053,Locaux Raccordables,0,0,0
39053,Catégorie,0,0,0
39054,Locaux Raccordables,0,0,0
39054,Catégorie,0,0,0
39055,Locaux Raccordables,0,0,0
39055,Catégorie,0,0,0
39056,Locaux Raccordables,0,0,0
39056,Catégorie,0,0,0
39057,Locaux Raccordables,0,0,0
39057,Catégorie,0,0,0
39058,Locaux Raccordables,0,0,0
39058,Catégorie,0,0,0
39059,Locaux Raccordables,0,0,0
39059,Catégorie,0,0,0
39060,Locaux Raccordables,0,0,0
39060,Catégorie,0,0,0
39061,Locaux Raccordables,0,0,0
39061,Catégorie,0,0,0
39062,Locaux Raccordables,0,0,0
39062,Catégorie,0,0,0
39063,Locaux Raccordables,0,0,0
39063,Catégorie,0,0,0
39065,Locaux Raccordables,0,0,0
39065,Catégorie,0,0,0
39066,Locaux Raccordables,0,0,0
39066,Catégorie,0,0,0
39068,Locaux Raccordables,0,0,0
39068,Catégorie,0,0,0
39070,Locaux Raccordables,0,0,0
39070,Catégorie,0,0,0
39072,Locaux Raccordables,0,0,0
39072,Catégorie,0,0,0
39073,Locaux Raccordables,0,0,0
39073,Catégorie,0,0,0
39074,Locaux Raccordables,0,0,0
39074,Catégorie,0,0,0
39075,Locaux Raccordables,0,0,0
39075,Catégorie,0,0,0
39076,Locaux Raccordables,0,0,0
39076,Catégorie,0,0,0
39077,Locaux Raccordables,0,0,0
39077,Catégorie,0,0,0
39078,Locaux Raccordables,0,0,0
39078,Catégorie,0,0,0
39079,Locaux Raccordables,0,0,0
39079,Catégorie,0,0,0
39080,Locaux Raccordables,0,0,0
39080,Catégorie,0,0,0
39081,Locaux Raccordables,0,0,0
39081,Catégorie,0,0,0
39083,Locaux Raccordables,0,0,0
39083,Catégorie,0,0,0
39084,Locaux Raccordables,0,0,0
39084,Catégorie,0,0,0
39085,Locaux Raccordables,0,0,0
39085,Catégorie,0,0,0
39086,Locaux Raccordables,0,0,0
39086,Catégorie,0,0,0
39088,Locaux Raccordables,0,0,0
39088,Catégorie,0,0,0
39089,Locaux Raccordables,0,0,0
39089,Catégorie,0,0,0
39090,Locaux Raccordables,0,0,0
39090,Catégorie,0,0,0
39091,Locaux Raccordables,0,0,0
39091,Catégorie,0,0,0
39092,Locaux Raccordables,0,0,0
39092,Catégorie,0,0,0
39093,Locaux Raccordables,0,0,0
39093,Catégorie,0,0,0
39094,Locaux Raccordables,0,0,0
39094,Catégorie,0,0,0
39095,Locaux Raccordables,0,0,0
39095,Catégorie,0,0,0
39096,Locaux Raccordables,0,0,0
39096,Catégorie,0,0,0
39097,Locaux Raccordables,0,0,0
39097,Catégorie,0,0,0
39099,Locaux Raccordables,0,0,0
39099,Catégorie,0,0,0
39100,Locaux Raccordables,0,0,0
39100,Catégorie,0,0,0
39101,Locaux Raccordables,0,0,0
39101,Catégorie,0,0,0
39102,Locaux Raccordables,0,0,0
39102,Catégorie,0,0,0
39103,Locaux Raccordables,0,0,0
39103,Catégorie,0,0,0
39104,Locaux Raccordables,0,0,0
39104,Catégorie,0,0,0
39105,Locaux Raccordables,0,0,0
39105,Catégorie,0,0,0
39106,Locaux Raccordables,0,0,0
39106,Catégorie,0,0,0
39107,Locaux Raccordables,0,0,0
39107,Catégorie,0,0,0
39108,Locaux Raccordables,0,0,0
39108,Catégorie,0,0,0
39109,Locaux Raccordables,0,0,0
39109,Catégorie,0,0,0
39110,Locaux Raccordables,0,0,0
39110,Catégorie,0,0,0
39111,Locaux Raccordables,0,0,0
39111,Catégorie,0,0,0
39112,Locaux Raccordables,0,0,0
39112,Catégorie,0,0,0
39113,Locaux Raccordables,0,0,0
39113,Catégorie,0,0,0
39114,Locaux Raccordables,0,0,0
39114,Catégorie,0,0,0
39115,Locaux Raccordables,0,0,0
39115,Catégorie,0,0,0
39116,Locaux Raccordables,0,0,0
39116,Catégorie,0,0,0
39117,Locaux Raccordables,0,0,0
39117,Catégorie,0,0,0
39118,Locaux Raccordables,0,0,0
39118,Catégorie,0,0,0
39119,Locaux Raccordables,0,0,0
39119,Catégorie,0,0,0
39120,Locaux Raccordables,0,0,0
39120,Catégorie,0,0,0
39121,Locaux Raccordables,0,0,0
39121,Catégorie,0,0,0
39122,Locaux Raccordables,0,0,0
39122,Catégorie,0,0,0
39124,Locaux Raccordables,0,0,0
39124,Catégorie,0,0,0
